ID,Item_Name,Brand,Model,Category,Year_of_Purchase,Condition,Quantity,Weight_kg,Recycle_Method,Location,Recycling_Facility,Collection_Date,End_Use,Recycled_Price_USD,Toxic_Components,E-Waste_Collector,Carbon_Footprint,Exported_To
1256,Washing Machine,LG,LG Model 834,Laptop,2011,Partially Working,1,11.43,Automated,Mumbai,Facility B,2024-07-01,Parts for Electronics,18.09,Cadmium,E-Waste Inc.,17.96,Brazil
6390,Headphone,Samsung,Samsung Model 254,Laptop,2014,Partially Working,4,19.48,Both,Berlin,Facility A,2024-09-01,E-Waste Disposal,171.86,Lead,E-Waste Inc.,1.63,Germany
9047,Refrigerator,Samsung,Samsung Model 421,Laptop,2013,Working,2,14.15,Both,New York,Facility D,2024-08-05,Raw Materials,59.44,Lead,E-Waste Inc.,19.86,Brazil
8093,Laptop,LG,LG Model 137,TV,2014,Working,5,12.29,Automated,Mumbai,Facility C,2024-07-11,Parts for Electronics,146.11,Cadmium,Green Electronics,5.63,Brazil
1048,Microwave,HP,HP Model 956,TV,2021,Working,4,18.91,Manual,Dhaka,Facility C,2024-07-10,Parts for Electronics,20.71,Mercury,Green Electronics,7.85,China
5760,Laptop,Xiaomi,Xiaomi Model 271,Mobile,2011,Broken,1,3.28,Both,Shanghai,Facility A,2024-08-22,Parts for Electronics,18.28,None,Green Electronics,17.37,USA
5491,Refrigerator,Xiaomi,Xiaomi Model 114,Laptop,2018,Partially Working,3,15.38,Automated,London,Facility C,2024-02-03,E-Waste Disposal,11.43,Mercury,EcoWaste Solutions,2.7,Germany
2903,Air Conditioner,LG,LG Model 876,Laptop,2014,Working,2,17.34,Manual,Shanghai,Facility D,2024-03-24,Raw Materials,19.53,None,EcoWaste Solutions,12.97,China
442,Washing Machine,LG,LG Model 794,Mobile,2011,Partially Working,1,3.18,Both,Dhaka,Facility A,2023-12-25,Raw Materials,63.59,Lead,Green Electronics,14.0,China
5550,Smartphone,Sony,Sony Model 937,Appliance,2017,Broken,2,10.28,Manual,Shanghai,Facility A,2024-11-13,Raw Materials,168.0,Cadmium,EcoWaste Solutions,12.47,India
2027,Refrigerator,Dell,Dell Model 425,TV,2010,Partially Working,5,14.36,Manual,London,Facility D,2024-02-26,E-Waste Disposal,104.71,Lead,E-Waste Inc.,8.28,China
7776,Washing Machine,Sony,Sony Model 134,Mobile,2021,Partially Working,5,18.18,Both,Dhaka,Facility C,2023-12-16,E-Waste Disposal,68.26,Lead,EcoWaste Solutions,9.22,India
1166,Microwave,HP,HP Model 243,Laptop,2016,Working,1,4.93,Manual,Berlin,Facility D,2024-01-09,E-Waste Disposal,92.82,Cadmium,Green Electronics,9.98,USA
5881,Air Conditioner,HP,HP Model 353,Mobile,2023,Broken,4,10.65,Automated,Berlin,Facility A,2024-02-05,Parts for Electronics,12.28,Cadmium,EcoWaste Solutions,14.2,USA
9493,Refrigerator,Panasonic,Panasonic Model 120,Appliance,2016,Partially Working,2,9.9,Both,London,Facility D,2024-04-11,E-Waste Disposal,35.88,Lead,Green Electronics,8.73,India
6681,TV,Panasonic,Panasonic Model 105,TV,2016,Broken,3,2.58,Manual,Shanghai,Facility D,2024-02-25,Parts for Electronics,117.64,Lead,Green Electronics,11.21,USA
5628,Laptop,Panasonic,Panasonic Model 537,TV,2018,Working,2,3.02,Both,New York,Facility A,2024-02-08,E-Waste Disposal,31.44,Lead,E-Waste Inc.,9.16,Germany
5401,TV,LG,LG Model 991,TV,2011,Partially Working,5,18.34,Manual,Shanghai,Facility C,2023-12-29,Parts for Electronics,94.29,Cadmium,E-Waste Inc.,8.28,China
6587,Refrigerator,Samsung,Samsung Model 810,TV,2010,Broken,4,1.36,Both,New York,Facility B,2024-04-19,E-Waste Disposal,49.71,None,EcoWaste Solutions,17.29,Brazil
554,Laptop,Apple,Apple Model 770,Laptop,2019,Broken,3,1.22,Manual,Shanghai,Facility A,2024-06-09,Parts for Electronics,139.65,None,Green Electronics,10.31,India
6156,Washing Machine,Xiaomi,Xiaomi Model 135,Mobile,2020,Working,5,8.28,Automated,Dhaka,Facility D,2024-10-09,Parts for Electronics,40.52,Lead,E-Waste Inc.,9.64,China
1140,Smartphone,Panasonic,Panasonic Model 719,TV,2020,Working,5,13.24,Manual,Berlin,Facility D,2024-01-31,Raw Materials,129.67,Mercury,E-Waste Inc.,16.66,Germany
5447,Refrigerator,Sony,Sony Model 780,TV,2014,Broken,2,13.76,Both,Shanghai,Facility B,2024-10-03,Raw Materials,110.78,None,E-Waste Inc.,6.22,USA
7456,Smartphone,Panasonic,Panasonic Model 100,Laptop,2014,Broken,2,7.95,Both,Shanghai,Facility D,2024-09-06,Parts for Electronics,40.89,Mercury,Green Electronics,9.34,USA
5388,Washing Machine,LG,LG Model 800,TV,2021,Working,3,3.12,Automated,Shanghai,Facility C,2024-09-26,Raw Materials,193.33,None,Green Electronics,4.25,India
7715,Laptop,HP,HP Model 529,Appliance,2018,Partially Working,2,8.53,Manual,New York,Facility D,2024-07-20,Raw Materials,45.39,Lead,EcoWaste Solutions,12.14,USA
9073,TV,Samsung,Samsung Model 354,Laptop,2010,Broken,5,16.51,Manual,Berlin,Facility A,2024-02-08,Raw Materials,32.16,Cadmium,E-Waste Inc.,7.16,Brazil
4576,Air Conditioner,Samsung,Samsung Model 755,Mobile,2018,Partially Working,1,7.06,Both,London,Facility A,2024-01-31,Raw Materials,181.2,Cadmium,E-Waste Inc.,1.9,USA
7658,Smartphone,Sony,Sony Model 680,Mobile,2013,Broken,5,18.03,Both,Shanghai,Facility C,2024-11-09,Parts for Electronics,68.68,Lead,E-Waste Inc.,17.42,China
977,Air Conditioner,LG,LG Model 884,Mobile,2022,Working,3,2.92,Manual,London,Facility D,2024-08-24,E-Waste Disposal,79.92,None,Green Electronics,14.15,China
8705,Smartphone,HP,HP Model 757,Appliance,2018,Broken,5,1.03,Manual,Mumbai,Facility A,2024-09-19,E-Waste Disposal,167.02,Mercury,EcoWaste Solutions,6.84,USA
5567,Air Conditioner,Xiaomi,Xiaomi Model 135,Appliance,2020,Partially Working,5,14.43,Both,London,Facility B,2024-05-18,Parts for Electronics,40.1,Lead,EcoWaste Solutions,17.94,Brazil
6121,Air Conditioner,HP,HP Model 605,Appliance,2016,Broken,2,19.3,Both,New York,Facility A,2024-10-18,Parts for Electronics,192.5,Lead,EcoWaste Solutions,5.17,India
8469,Microwave,LG,LG Model 518,Mobile,2020,Broken,4,8.73,Automated,London,Facility D,2024-06-13,E-Waste Disposal,122.74,Mercury,Green Electronics,6.9,USA
930,Microwave,Dell,Dell Model 434,Laptop,2020,Working,3,16.04,Manual,London,Facility D,2024-08-17,Raw Materials,24.87,Mercury,EcoWaste Solutions,1.4,China
6780,Microwave,Apple,Apple Model 238,Laptop,2015,Partially Working,2,6.67,Automated,London,Facility D,2024-05-23,Parts for Electronics,190.87,None,E-Waste Inc.,2.62,India
7926,Washing Machine,Samsung,Samsung Model 616,TV,2016,Broken,5,1.57,Manual,Dhaka,Facility A,2024-07-18,E-Waste Disposal,156.98,Lead,Green Electronics,6.72,China
1478,Air Conditioner,Samsung,Samsung Model 478,Laptop,2023,Partially Working,3,11.54,Automated,London,Facility A,2024-08-18,E-Waste Disposal,98.8,Lead,E-Waste Inc.,7.68,Germany
5475,Laptop,Sony,Sony Model 298,Appliance,2020,Partially Working,4,18.29,Both,Dhaka,Facility A,2024-05-08,Parts for Electronics,185.04,Cadmium,E-Waste Inc.,2.47,Brazil
3324,Air Conditioner,HP,HP Model 435,TV,2016,Partially Working,3,1.17,Manual,Dhaka,Facility D,2024-09-16,Raw Materials,163.46,Lead,E-Waste Inc.,4.85,India
9661,Washing Machine,Samsung,Samsung Model 594,Mobile,2013,Partially Working,1,7.61,Manual,Dhaka,Facility A,2024-03-03,Parts for Electronics,161.74,Cadmium,EcoWaste Solutions,12.22,Brazil
217,Headphone,Xiaomi,Xiaomi Model 771,Mobile,2017,Working,4,1.2,Manual,Shanghai,Facility A,2024-09-07,Raw Materials,189.4,Mercury,Green Electronics,18.49,Brazil
8703,Laptop,Panasonic,Panasonic Model 508,Laptop,2020,Broken,3,12.27,Automated,Mumbai,Facility B,2024-01-05,Raw Materials,173.98,Cadmium,E-Waste Inc.,10.13,Germany
7666,Washing Machine,Apple,Apple Model 584,Mobile,2010,Broken,5,17.0,Both,Berlin,Facility A,2024-04-21,E-Waste Disposal,32.91,Lead,Green Electronics,14.3,USA
7929,Headphone,Dell,Dell Model 127,TV,2012,Working,3,7.06,Both,Berlin,Facility D,2024-10-04,E-Waste Disposal,112.68,Cadmium,EcoWaste Solutions,11.34,Brazil
7483,Microwave,Samsung,Samsung Model 397,Appliance,2019,Working,2,16.82,Both,Dhaka,Facility D,2024-10-29,Raw Materials,111.9,Mercury,Green Electronics,18.53,Germany
652,Headphone,LG,LG Model 291,Mobile,2014,Partially Working,4,5.53,Both,Shanghai,Facility C,2024-04-22,Parts for Electronics,163.99,None,EcoWaste Solutions,17.48,USA
6438,Laptop,Panasonic,Panasonic Model 410,Laptop,2012,Working,3,6.14,Automated,New York,Facility B,2024-06-28,Parts for Electronics,15.9,Lead,EcoWaste Solutions,14.36,India
9199,Air Conditioner,Xiaomi,Xiaomi Model 404,Mobile,2022,Partially Working,5,14.55,Automated,Dhaka,Facility A,2024-02-05,E-Waste Disposal,102.84,Cadmium,Green Electronics,5.21,Brazil
2661,Washing Machine,Dell,Dell Model 327,Appliance,2016,Partially Working,4,13.69,Automated,Shanghai,Facility A,2024-04-18,E-Waste Disposal,76.5,Cadmium,EcoWaste Solutions,9.24,USA
6193,Laptop,Samsung,Samsung Model 732,Appliance,2013,Working,3,17.75,Both,Berlin,Facility B,2024-04-13,E-Waste Disposal,135.31,None,Green Electronics,11.06,USA
4188,Headphone,Dell,Dell Model 878,Mobile,2020,Partially Working,3,14.08,Automated,Shanghai,Facility C,2024-07-21,E-Waste Disposal,9.75,None,Green Electronics,3.13,India
883,Washing Machine,HP,HP Model 581,Appliance,2017,Broken,3,5.04,Both,Shanghai,Facility D,2024-03-05,Parts for Electronics,158.31,Cadmium,Green Electronics,12.34,China
7341,Smartphone,Samsung,Samsung Model 961,Mobile,2010,Working,1,13.98,Manual,Berlin,Facility D,2024-04-29,Parts for Electronics,53.67,None,EcoWaste Solutions,13.51,Brazil
7712,Laptop,Sony,Sony Model 286,Mobile,2014,Broken,3,4.43,Both,Dhaka,Facility B,2024-05-26,Raw Materials,114.25,Cadmium,E-Waste Inc.,1.24,USA
5063,Headphone,Samsung,Samsung Model 405,Laptop,2012,Working,4,16.29,Manual,New York,Facility A,2024-02-26,E-Waste Disposal,55.14,Mercury,EcoWaste Solutions,17.12,China
2572,Microwave,Samsung,Samsung Model 172,Mobile,2010,Partially Working,5,15.39,Both,Dhaka,Facility D,2024-06-27,Parts for Electronics,160.78,Cadmium,Green Electronics,5.03,Germany
6666,Refrigerator,Samsung,Samsung Model 994,Mobile,2017,Broken,5,14.62,Both,Dhaka,Facility B,2023-11-28,Parts for Electronics,117.9,Cadmium,EcoWaste Solutions,18.45,Brazil
5217,Smartphone,Apple,Apple Model 702,Laptop,2014,Broken,1,18.21,Manual,London,Facility A,2024-01-12,Parts for Electronics,178.45,Cadmium,EcoWaste Solutions,14.96,Germany
2433,Refrigerator,Sony,Sony Model 682,TV,2023,Partially Working,2,1.44,Automated,New York,Facility A,2024-08-18,Raw Materials,39.73,Lead,E-Waste Inc.,10.11,USA
1486,Air Conditioner,Apple,Apple Model 323,TV,2019,Partially Working,4,19.41,Automated,London,Facility B,2024-04-26,Raw Materials,72.45,Cadmium,EcoWaste Solutions,6.62,Brazil
2039,Washing Machine,Sony,Sony Model 742,Appliance,2011,Broken,2,3.84,Both,Shanghai,Facility D,2024-03-21,Parts for Electronics,129.27,Mercury,Green Electronics,6.25,Germany
5153,Headphone,Dell,Dell Model 757,Appliance,2010,Partially Working,3,8.55,Automated,Dhaka,Facility D,2024-04-13,E-Waste Disposal,97.57,None,Green Electronics,13.67,Germany
9045,Smartphone,HP,HP Model 706,Laptop,2022,Working,1,3.6,Manual,New York,Facility A,2024-09-14,Raw Materials,42.97,Mercury,EcoWaste Solutions,4.53,Brazil
8787,Refrigerator,Apple,Apple Model 618,Appliance,2013,Working,2,13.18,Manual,Berlin,Facility A,2024-06-21,E-Waste Disposal,96.66,Mercury,EcoWaste Solutions,18.95,USA
4365,TV,Xiaomi,Xiaomi Model 279,Laptop,2023,Working,4,0.91,Both,Dhaka,Facility C,2024-09-01,Raw Materials,141.18,None,EcoWaste Solutions,16.05,Germany
3347,Headphone,Apple,Apple Model 748,Mobile,2021,Partially Working,3,3.37,Both,Shanghai,Facility B,2024-09-03,Raw Materials,139.12,Cadmium,EcoWaste Solutions,11.31,China
9377,Air Conditioner,Dell,Dell Model 516,Mobile,2020,Broken,1,9.37,Automated,London,Facility B,2024-04-06,Raw Materials,36.17,Cadmium,E-Waste Inc.,16.87,Brazil
8764,TV,Apple,Apple Model 679,Mobile,2020,Working,5,7.65,Automated,Mumbai,Facility B,2024-05-20,Raw Materials,78.47,Lead,E-Waste Inc.,16.96,India
2893,Smartphone,Dell,Dell Model 402,Mobile,2011,Broken,4,3.55,Automated,Dhaka,Facility A,2024-05-21,Parts for Electronics,157.18,Lead,EcoWaste Solutions,18.59,India
3422,Headphone,LG,LG Model 236,TV,2012,Working,2,9.43,Automated,Shanghai,Facility A,2023-12-01,Parts for Electronics,143.98,Lead,E-Waste Inc.,19.82,USA
366,Air Conditioner,Apple,Apple Model 225,Mobile,2020,Partially Working,5,19.0,Manual,Berlin,Facility C,2023-12-28,Parts for Electronics,168.85,None,EcoWaste Solutions,12.4,USA
6908,Refrigerator,Sony,Sony Model 833,Laptop,2023,Broken,3,12.87,Both,Shanghai,Facility C,2024-07-16,Parts for Electronics,121.19,None,E-Waste Inc.,19.73,India
8742,Microwave,Apple,Apple Model 157,Laptop,2022,Partially Working,5,6.39,Both,New York,Facility D,2024-07-20,Raw Materials,191.98,None,E-Waste Inc.,8.83,China
922,Laptop,Panasonic,Panasonic Model 751,Mobile,2013,Broken,2,3.28,Manual,Dhaka,Facility C,2023-12-12,Parts for Electronics,64.31,Lead,EcoWaste Solutions,9.28,India
9749,Air Conditioner,HP,HP Model 106,Appliance,2020,Broken,3,16.58,Automated,London,Facility B,2024-02-27,E-Waste Disposal,140.61,Cadmium,EcoWaste Solutions,19.69,USA
514,TV,Dell,Dell Model 423,TV,2021,Partially Working,4,1.61,Automated,Shanghai,Facility B,2023-12-31,Parts for Electronics,180.42,Mercury,Green Electronics,9.62,Brazil
3815,Microwave,LG,LG Model 564,Mobile,2016,Partially Working,1,7.58,Manual,Shanghai,Facility D,2024-09-24,Parts for Electronics,111.71,Cadmium,EcoWaste Solutions,15.52,China
5087,Air Conditioner,Samsung,Samsung Model 669,Laptop,2022,Broken,4,14.82,Both,Mumbai,Facility D,2024-09-15,E-Waste Disposal,167.88,Cadmium,Green Electronics,19.21,Germany
9404,Air Conditioner,Panasonic,Panasonic Model 960,Laptop,2013,Working,3,3.02,Both,Shanghai,Facility A,2024-04-20,Parts for Electronics,195.27,Cadmium,EcoWaste Solutions,9.86,Brazil
3898,Air Conditioner,LG,LG Model 954,Laptop,2013,Broken,3,18.56,Both,New York,Facility A,2024-02-29,Parts for Electronics,115.92,Cadmium,EcoWaste Solutions,15.19,Germany
2855,Laptop,HP,HP Model 841,Laptop,2020,Working,3,18.45,Both,Dhaka,Facility B,2024-02-22,E-Waste Disposal,86.75,Cadmium,EcoWaste Solutions,10.8,India
5981,Laptop,Apple,Apple Model 302,Appliance,2018,Partially Working,1,18.39,Automated,Shanghai,Facility C,2024-01-03,E-Waste Disposal,136.38,Mercury,EcoWaste Solutions,19.24,India
5575,Air Conditioner,Samsung,Samsung Model 648,TV,2012,Broken,1,16.35,Manual,Berlin,Facility C,2024-01-06,Parts for Electronics,31.48,Mercury,Green Electronics,13.74,Germany
126,Smartphone,HP,HP Model 835,Laptop,2021,Working,1,8.72,Automated,Mumbai,Facility D,2024-04-12,Parts for Electronics,77.72,Lead,Green Electronics,16.33,India
522,Laptop,Panasonic,Panasonic Model 940,TV,2017,Partially Working,2,12.8,Both,Dhaka,Facility C,2023-11-27,Parts for Electronics,156.14,Lead,EcoWaste Solutions,5.02,China
8113,Headphone,Sony,Sony Model 313,Laptop,2021,Working,5,19.06,Manual,Dhaka,Facility C,2023-12-28,Parts for Electronics,82.52,Mercury,E-Waste Inc.,10.08,Germany
5602,Headphone,Dell,Dell Model 361,Laptop,2018,Working,5,3.1,Both,Shanghai,Facility B,2024-04-02,Raw Materials,22.22,Mercury,EcoWaste Solutions,1.83,USA
6467,Laptop,Panasonic,Panasonic Model 771,Appliance,2019,Broken,4,17.86,Manual,Shanghai,Facility C,2024-08-23,Raw Materials,52.05,None,EcoWaste Solutions,18.33,USA
7804,Headphone,Xiaomi,Xiaomi Model 259,Appliance,2023,Broken,4,19.95,Automated,Shanghai,Facility B,2024-10-21,E-Waste Disposal,40.44,Lead,E-Waste Inc.,19.72,USA
543,Smartphone,Samsung,Samsung Model 144,Laptop,2013,Broken,1,2.72,Both,New York,Facility C,2024-04-28,E-Waste Disposal,171.07,Lead,E-Waste Inc.,15.63,Germany
9428,Laptop,LG,LG Model 927,TV,2018,Broken,1,13.36,Manual,Dhaka,Facility C,2024-07-22,Raw Materials,105.2,Lead,EcoWaste Solutions,6.46,Germany
8705,Laptop,Dell,Dell Model 261,Laptop,2011,Working,4,10.3,Both,Berlin,Facility C,2023-12-04,Parts for Electronics,116.07,None,Green Electronics,9.14,Brazil
2212,Washing Machine,Xiaomi,Xiaomi Model 358,Laptop,2019,Working,4,11.36,Manual,Berlin,Facility D,2024-05-25,Parts for Electronics,182.87,Lead,Green Electronics,10.57,Brazil
2142,TV,HP,HP Model 182,TV,2017,Partially Working,2,11.44,Manual,London,Facility C,2024-01-07,Parts for Electronics,50.59,Lead,Green Electronics,13.35,Germany
3615,Smartphone,LG,LG Model 381,Laptop,2014,Partially Working,2,3.54,Manual,Mumbai,Facility A,2024-11-14,Raw Materials,132.56,Cadmium,E-Waste Inc.,18.62,India
4713,Headphone,Sony,Sony Model 890,Laptop,2022,Partially Working,5,13.2,Manual,Dhaka,Facility B,2024-11-04,E-Waste Disposal,77.71,Lead,EcoWaste Solutions,11.5,USA
5746,Headphone,Dell,Dell Model 663,TV,2020,Working,2,14.78,Both,Mumbai,Facility A,2024-03-19,Raw Materials,95.4,Lead,EcoWaste Solutions,11.61,Brazil
320,Microwave,Sony,Sony Model 997,TV,2023,Working,2,17.83,Manual,New York,Facility B,2023-12-29,E-Waste Disposal,49.35,Mercury,E-Waste Inc.,2.78,USA
1886,Smartphone,Apple,Apple Model 922,TV,2016,Working,1,5.33,Automated,New York,Facility B,2024-02-22,Raw Materials,197.72,Lead,E-Waste Inc.,15.54,Germany
5193,Microwave,Panasonic,Panasonic Model 781,Laptop,2012,Broken,2,2.06,Manual,New York,Facility D,2024-04-20,E-Waste Disposal,115.53,None,EcoWaste Solutions,10.19,Brazil
5839,Refrigerator,LG,LG Model 412,Mobile,2022,Broken,4,19.31,Manual,London,Facility D,2024-06-23,Parts for Electronics,105.67,Lead,E-Waste Inc.,13.25,Germany
8788,Headphone,HP,HP Model 520,Mobile,2017,Working,4,17.34,Automated,Dhaka,Facility C,2024-02-04,E-Waste Disposal,22.37,Mercury,Green Electronics,7.28,USA
636,Laptop,HP,HP Model 302,TV,2016,Broken,4,15.84,Both,Dhaka,Facility C,2024-05-11,Parts for Electronics,50.41,Mercury,Green Electronics,13.33,India
6942,Washing Machine,HP,HP Model 100,Appliance,2019,Broken,1,12.53,Both,London,Facility C,2024-07-24,Raw Materials,53.31,Mercury,Green Electronics,6.75,India
9075,Air Conditioner,Xiaomi,Xiaomi Model 319,Appliance,2015,Partially Working,4,2.95,Automated,Berlin,Facility A,2024-06-18,Parts for Electronics,16.03,Lead,E-Waste Inc.,13.56,Germany
1384,Washing Machine,HP,HP Model 419,Laptop,2014,Broken,2,9.21,Automated,Shanghai,Facility D,2023-12-06,E-Waste Disposal,88.85,Lead,EcoWaste Solutions,9.74,India
1011,Laptop,LG,LG Model 624,Mobile,2020,Broken,4,11.17,Manual,Dhaka,Facility A,2024-08-18,Raw Materials,187.66,None,EcoWaste Solutions,10.62,Germany
3997,Air Conditioner,Sony,Sony Model 208,Laptop,2021,Partially Working,2,13.5,Manual,London,Facility A,2024-05-14,E-Waste Disposal,9.92,Mercury,EcoWaste Solutions,14.43,USA
4659,Air Conditioner,Sony,Sony Model 230,Appliance,2010,Working,1,8.71,Both,Shanghai,Facility B,2024-07-04,E-Waste Disposal,184.49,Mercury,EcoWaste Solutions,9.05,India
2597,Laptop,LG,LG Model 495,Mobile,2022,Working,4,9.21,Manual,New York,Facility A,2024-06-08,E-Waste Disposal,160.29,None,EcoWaste Solutions,4.45,USA
8457,Laptop,HP,HP Model 830,Appliance,2012,Partially Working,1,9.28,Automated,Dhaka,Facility B,2024-08-18,Raw Materials,46.45,None,Green Electronics,1.01,USA
7740,TV,Panasonic,Panasonic Model 418,Mobile,2011,Partially Working,2,2.61,Both,Berlin,Facility B,2024-09-26,Parts for Electronics,197.23,Cadmium,Green Electronics,14.57,India
6832,Headphone,Sony,Sony Model 469,Laptop,2010,Working,5,16.86,Automated,Shanghai,Facility B,2024-06-28,Raw Materials,27.17,Cadmium,Green Electronics,11.07,Brazil
6556,Air Conditioner,LG,LG Model 233,Appliance,2022,Partially Working,1,17.06,Both,Mumbai,Facility B,2024-09-14,Raw Materials,80.23,Cadmium,EcoWaste Solutions,13.21,India
866,Air Conditioner,Panasonic,Panasonic Model 981,TV,2011,Partially Working,2,2.44,Automated,London,Facility A,2024-01-24,Parts for Electronics,154.44,None,E-Waste Inc.,8.2,China
4089,Washing Machine,Dell,Dell Model 820,Mobile,2023,Broken,3,4.56,Both,Mumbai,Facility B,2024-03-27,Parts for Electronics,9.72,Cadmium,Green Electronics,16.37,India
3124,Microwave,Dell,Dell Model 944,Mobile,2023,Working,5,4.02,Manual,Berlin,Facility C,2024-04-24,Parts for Electronics,175.26,Mercury,Green Electronics,7.02,Brazil
3543,Headphone,Sony,Sony Model 235,TV,2021,Working,3,17.6,Both,New York,Facility A,2024-08-18,Raw Materials,5.33,Lead,EcoWaste Solutions,5.91,USA
8982,Microwave,HP,HP Model 398,Mobile,2014,Partially Working,5,2.95,Both,London,Facility B,2023-11-26,E-Waste Disposal,69.98,Mercury,EcoWaste Solutions,7.84,Brazil
1779,Headphone,Samsung,Samsung Model 999,TV,2021,Broken,2,18.76,Automated,London,Facility C,2024-07-30,Parts for Electronics,68.95,Lead,Green Electronics,10.55,USA
4771,TV,HP,HP Model 895,Mobile,2013,Broken,4,12.97,Manual,Berlin,Facility B,2024-09-25,Raw Materials,29.56,Lead,Green Electronics,18.03,Brazil
2144,Laptop,HP,HP Model 900,Mobile,2022,Working,2,14.69,Manual,New York,Facility D,2024-10-20,E-Waste Disposal,173.93,Mercury,E-Waste Inc.,16.83,China
9212,Air Conditioner,Samsung,Samsung Model 536,Laptop,2016,Working,3,14.97,Both,Shanghai,Facility C,2024-03-30,E-Waste Disposal,119.56,None,EcoWaste Solutions,9.9,India
8074,Washing Machine,Dell,Dell Model 956,Appliance,2015,Broken,4,2.3,Automated,Shanghai,Facility C,2024-04-17,Raw Materials,63.59,None,EcoWaste Solutions,5.6,Germany
9346,Refrigerator,HP,HP Model 186,Mobile,2018,Broken,4,1.32,Both,Shanghai,Facility D,2024-10-30,E-Waste Disposal,98.6,Cadmium,Green Electronics,11.23,China
2601,Headphone,HP,HP Model 300,Laptop,2010,Broken,3,16.22,Both,London,Facility A,2024-02-11,Parts for Electronics,36.1,Lead,Green Electronics,14.82,USA
2617,Laptop,LG,LG Model 529,Laptop,2020,Broken,1,16.11,Both,Berlin,Facility B,2023-12-04,Parts for Electronics,181.78,Lead,E-Waste Inc.,2.02,Germany
3803,Headphone,LG,LG Model 117,TV,2014,Working,1,10.44,Manual,London,Facility B,2024-02-08,Parts for Electronics,194.38,Mercury,EcoWaste Solutions,4.33,Germany
4632,Headphone,Apple,Apple Model 835,Laptop,2016,Working,1,17.8,Manual,London,Facility A,2024-08-06,E-Waste Disposal,56.2,None,Green Electronics,7.91,China
1000,Air Conditioner,HP,HP Model 783,Appliance,2016,Partially Working,1,6.08,Both,New York,Facility B,2024-03-15,E-Waste Disposal,116.14,Lead,EcoWaste Solutions,2.9,USA
4424,Microwave,Dell,Dell Model 570,Mobile,2010,Broken,3,18.57,Manual,Dhaka,Facility C,2024-07-26,Raw Materials,85.73,Lead,Green Electronics,2.09,USA
445,Laptop,LG,LG Model 695,Appliance,2015,Partially Working,5,8.27,Both,Shanghai,Facility D,2024-07-25,Raw Materials,187.35,Cadmium,EcoWaste Solutions,18.05,Germany
6426,Microwave,Panasonic,Panasonic Model 757,Laptop,2020,Working,4,19.18,Manual,London,Facility C,2024-01-14,E-Waste Disposal,100.19,Mercury,Green Electronics,14.96,Germany
8977,Air Conditioner,Apple,Apple Model 677,TV,2013,Broken,3,7.91,Manual,London,Facility B,2023-12-25,Parts for Electronics,45.46,Lead,E-Waste Inc.,3.05,Brazil
4734,Microwave,Apple,Apple Model 575,Laptop,2020,Working,3,2.77,Manual,Shanghai,Facility D,2024-06-13,E-Waste Disposal,77.6,None,E-Waste Inc.,8.77,Germany
2997,Headphone,Apple,Apple Model 893,Mobile,2020,Working,3,13.69,Both,New York,Facility B,2024-02-17,Raw Materials,43.32,Lead,E-Waste Inc.,12.9,India
9192,Headphone,Sony,Sony Model 388,Laptop,2018,Broken,5,6.42,Automated,Berlin,Facility C,2024-09-27,Raw Materials,6.88,Lead,Green Electronics,2.98,Germany
3797,Microwave,Sony,Sony Model 498,Appliance,2011,Partially Working,4,1.99,Manual,Dhaka,Facility A,2024-09-04,E-Waste Disposal,125.27,Cadmium,E-Waste Inc.,6.95,USA
2421,Refrigerator,Sony,Sony Model 387,Laptop,2020,Broken,4,16.22,Both,Berlin,Facility C,2024-05-21,Raw Materials,170.05,Cadmium,Green Electronics,18.14,USA
7085,Laptop,HP,HP Model 444,Mobile,2022,Working,5,8.55,Automated,Berlin,Facility D,2024-08-04,Raw Materials,176.3,Cadmium,EcoWaste Solutions,10.4,China
5559,Laptop,LG,LG Model 886,Appliance,2011,Working,4,18.84,Manual,Dhaka,Facility B,2024-04-27,Parts for Electronics,52.46,Mercury,E-Waste Inc.,2.38,USA
8578,Microwave,Sony,Sony Model 562,TV,2019,Working,5,3.26,Automated,Berlin,Facility B,2024-03-09,Parts for Electronics,115.72,Cadmium,Green Electronics,11.89,India
6098,Microwave,Sony,Sony Model 346,TV,2010,Broken,4,17.02,Automated,Dhaka,Facility D,2024-05-27,Parts for Electronics,40.38,Mercury,EcoWaste Solutions,18.47,India
3873,Smartphone,Samsung,Samsung Model 814,Laptop,2020,Working,4,9.94,Manual,London,Facility A,2024-03-08,Raw Materials,184.15,Cadmium,EcoWaste Solutions,1.02,Brazil
3435,Air Conditioner,Apple,Apple Model 548,Appliance,2016,Broken,5,10.37,Automated,Dhaka,Facility C,2024-02-16,Parts for Electronics,62.69,Lead,EcoWaste Solutions,6.16,China
5349,Smartphone,Samsung,Samsung Model 669,Appliance,2017,Broken,5,17.72,Manual,Shanghai,Facility C,2024-07-20,E-Waste Disposal,80.19,None,EcoWaste Solutions,19.04,India
5414,Washing Machine,Xiaomi,Xiaomi Model 239,TV,2014,Broken,5,2.81,Automated,Dhaka,Facility D,2023-12-09,Parts for Electronics,61.17,Cadmium,EcoWaste Solutions,15.88,Germany
